"Yr","Seas","FltSvy","Gender","Part","Nsamp","Age-0","Age-1","Age-2","Age-3","Age-4","Age-5","Age-6","Age-7","Age-8","Age-9","Age-10","Age-11","Age-12","Age-13","Age-14","Age-15","Age-16","Age-17","Age-18","Age-19","Age-20","Age-21","Age-22","Age-23","Age-24","Age-25","Age-26","Age-27","Age-28","Age-29","Age-30","Age-31","Age-32","Age-33","Age-34","Age-35","Age-36","Age-37","Age-38","Age-39","Age-40","Age-41","Age-42","Age-43","Age-44","Age-45"
2017,-1,2,0,0,90,17.8980643910618,48.859687509612,22.6695808912784,21.5400711538313,18.2847632967422,14.4647637151956,11.162758284349,8.66391103051381,6.89322785793736,5.66115964813295,4.79885718070133,4.18571075075946,3.7413320980596,3.41297412693573,3.16580642766845,2.97647022469088,2.82900335340522,2.71228722630098,2.61843572048538,2.5417632576525,2.47811162623497,2.42440211244692,2.37833159052032,2.33816233321803,2.30257402217433,2.27055783555042,2.24133953192734,2.2143228688624,2.18904751494893,2.16515744522493,2.14237701930071,2.12049275459819,2.09933936307348,2.07878900639815,2.05874299771101,2.03912537391232,2.01987790483851,2.00095621040662,1.98232673472135,1.9639643846143,1.94585068432709,1.92797233174476,1.91032006739064,1.89288778724588,1.87567184578684,1.85867050750761
2018,1,-2,0,0,39,16.9037239029654,16.0101534304344,6.07320521445232,9.60684959218353,9.70564895244376,7.9097596452284,6.063767836665,4.65315697441582,3.66623122978343,2.98890581650077,2.52037423700856,2.19033748381637,1.9528819384395,1.77837670022808,1.64752344931211,1.54752911801069,1.46973693743436,1.40816689131908,1.3586073342547,1.31803999894599,1.28426870535717,1.25567452680912,1.23105094317086,1.20949060749965,1.19030609928273,1.17297350890941,1.15709165757602,1.14235222103626,1.1285175863759,1.11540427736739,1.10287044464533,1.09080635852552,1.07912714268091,1.06776719475371,1.05667588618486,1.04581423794781,1.03515234447928,1.02466737353711,1.01434201081699,1.00416324892389,0.99412144350932,0.984209577025005,0.974422684022357,0.964757402275761,0.95521162198306,0.945784211462353
2019,-1,-2,0,0,36,0.994340488096424,27.9530226574244,7.5000786285986,5.70753690351216,5.30790801624985,4.60188645422256,3.75780553199946,3.01526749031328,2.44856456182916,2.0374429526076,1.74209136426442,1.52836712099863,1.37157315312012,1.25472564510563,1.16625743272549,1.09823718185124,1.04515351184368,1.00311687514216,0.969339532400616,0.941794501134713,0.918988936304662,0.899811109148099,0.883425296581178,0.869198337430614,0.856647471868168,0.845402733403427,0.835179461855142,0.825757970785831,0.81696834982644,0.808679003810247,0.800787945105602,0.793216136494905,0.785902375533068,0.778799346848298,0.771870565191118,0.765088001508789,0.758430235074924,0.751881012218037,0.745428120207917,0.739062505966855,0.732777585297704,0.726568700564078,0.720432694162076,0.714367572377714,0.708372239841466,0.702446289153486
2020,-1,2,0,0,52,63.7054963860143,28.4106255295074,37.8724805006389,24.0804891422576,20.1380001950726,15.4385641890069,11.3368840632536,8.45958324466334,6.56559537453197,5.31984694212906,4.48255323209304,3.90395260821865,3.49290778408522,3.19336141158156,2.97000262171398,2.7999652890442,2.6680300009252,2.56380596921594,2.48003651295754,2.4115531406673,2.35461258093464,2.30646554858285,2.26506930296026,2.22889166167041,2.19677458793393,2.16783747598283,2.14140746014212,2.11696848588569,2.09412364246715,2.07256702069716,2.05206250928244,2.03242770757062,2.01352165051015,1.99523539903257,1.97748479991748,1.96020489806779,1.94334561349611,1.92686839009373,1.91074359345104,1.89494848749189,1.87946565925774,1.86428179121236,1.84938670336131,1.83477260505672,1.82043350988507,1.8063647774777
2021,-1,-2,0,0,11,4.53483618554409e-07,3.55833293343696,1.74254219766193,8.1077886229844,8.49260391971595,5.27267864368645,2.96270414104345,1.76681690403319,1.17219058053403,0.862245947803418,0.688457778181505,0.583525159958368,0.515896406746832,0.469899791476144,0.437234667741059,0.413220270777384,0.395062269143313,0.381007840997313,0.369910838574854,0.360995891792518,0.353723926187201,0.347711913773774,0.342682971875711,0.338434180993695,0.334815162844449,0.331713431641883,0.329044149107404,0.326742825815074,0.324760043493815,0.323057593318262,0.321605624140681,0.320380521704724,0.319363323279134,0.318538528238036,0.317893203681049,0.317416311227442,0.317098200399608,0.316930227954989,0.316904472727764,0.317013523076505,0.317250319640074,0.317608040298779,0.318080017389554,0.318659679599081,0.319340512752001,0.320116035066632
2022,-1,2,0,0,89,38.8357644247606,104.229269820558,47.7848468736352,51.4933922703567,35.7787157714937,22.9697924853585,15.3821818852746,11.0036061609021,8.38505493462993,6.74612773417133,5.67612417607303,4.95144300515661,4.44468038587268,4.08004150283836,3.81072675435806,3.60691727250604,3.4490940205354,3.32417310892064,3.22319559123183,3.13990795049399,3.06986880465745,3.00987452152929,2.95758240236327,2.91125871408492,2.86960709805337,2.83164966109725,2.7966432080858,2.76401932259829,2.73334090544983,2.70427025568454,2.67654537098802,2.64996218431509,2.62436114295923,2.59961700052819,2.57563100982137,2.55232492519228,2.52963637855685,2.50751530452271,2.48592117082968,2.46482082953151,2.44418684829632,2.42399621411142,2.40422932651768,2.38486921637282,2.3659009405643,2.34731111416164
2023,-1,-2,0,0,58,38.8357630643098,77.8241229688535,34.1280738346942,36.0709908311708,23.6003242670198,14.8569078619232,9.87322801332927,7.01976476651693,5.32362135932808,4.27071982602165,3.589801884487,3.13315041297052,2.81682805609855,2.59111419144616,2.42548706382056,2.30064913782477,2.20409185153202,2.12752799039817,2.0653567085143,2.01372206323047,1.96992315445696,1.93203756297117,1.89867672603339,1.86882431845225,1.84172768142199,1.81682367528921,1.79368721516424,1.77199498658061,1.75149948104097,1.73201015869087,1.71337960999499,1.69549327645348,1.67826174100652,1.66161489790204,1.6454975132455,1.6298658251468,1.61468492793084,1.59992675218308,1.58556850049598,1.57159143361755,1.55797992724842,1.54472073867446,1.53180243660095,1.51921495825749,1.50694926597734,1.49499708167331
2017,-1,4,0,0,71,0.994340261354615,58.2464703267088,43.8899844109106,57.9757559388478,40.9861350446101,22.7464096170865,12.9451531490879,8.06767314520296,5.51143367969533,4.07023017591382,3.20084660369993,2.64532017357329,2.27276698614973,2.01251774870561,1.82425976074049,1.68386907153191,1.57629677909129,1.49181167943914,1.42392379810542,1.36818916879462,1.32149604092379,1.28162409269527,1.24696383217478,1.21633299010694,1.18885337153755,1.16386642126219,1.1408742021632,1.11949743929855,1.09944526346159,1.08049312517439,1.06246650866216,1.04522882213374,1.02867233220102,1.01271134024868,0.997277024266174,0.982313526715276,0.967774980035583,0.953623240990638,0.939826162837254,0.926356276695138,0.913189784886798,0.900305792444981,0.887685720582047,0.875312859204822,0.863172025639648,0.851249304407946
2018,-1,-4,0,0,32,1.36045085566323e-06,24.8568124177487,10.4753643171368,19.4136576730307,15.7883388160581,10.2698998766821,6.62097424374854,4.47392606025534,3.20136325521012,2.41882491510182,1.91704738216598,1.58220907512952,1.3505726813437,1.18511206825832,1.06350051531777,0.971790529598003,0.90098207103521,0.845096093439103,0.800057048408838,0.763023951861106,0.731977879442349,0.705460396688221,0.682403328709642,0.662015278026158,0.64370428888053,0.627024084166315,0.611636019210246,0.597281733203903,0.583763221792752,0.570928147602882,0.558658905366536,0.546864415263053,0.535473922201959,0.524432284931586,0.51369638108881,0.503232354067002,0.493013498624867,0.48301863345583,0.473230846431816,0.463636525935101,0.454224612344862,0.444986019263765,0.435913185807323,0.426999730203668,0.418240181768127,0.409629773542081
2019,-1,4,0,0,54,4.53483618554409e-07,24.6831753473537,25.2351676178855,26.2665646819072,15.2319819227683,8.27049659142756,4.85454171606896,3.14222442798871,2.21612981042983,1.67624887421486,1.34114293125273,1.12215999147146,0.972797798337956,0.867150572595856,0.790036603618964,0.732164699905283,0.687631110550904,0.652560119401405,0.624334484969728,0.601143340015188,0.581707504413015,0.565107376270002,0.550672013853377,0.537905792095103,0.526438763322418,0.515992353344058,0.506355213654352,0.497365946560282,0.488900574023645,0.480863339335261,0.473179887631459,0.465792167972203,0.458654596269295,0.451731151083824,0.444993165562537,0.438417642574573,0.431985965393823,0.42568290886366,0.419495879724798,0.413414332269553,0.407429318475401,0.401533141496282,0.395719088718609,0.389981226140402,0.384314240055458,0.378713315248929
